view_id,customer_id,product_id,view_date,category,device_type
664,416,95,2025-01-14,Clothing,tablet
665,242,53,2024-06-07,Clothing,desktop
666,353,62,2025-01-26,Electronics,mobile
667,2,41,2025-03-24,Books,tablet
668,225,57,2025-03-09,Clothing,mobile
669,289,60,2024-04-25,Home,desktop
670,233,54,2024-05-01,Home,desktop
671,461,70,2025-02-11,Toys,mobile
672,414,57,2024-09-24,Home,mobile
673,417,10,2024-07-20,Toys,desktop
674,77,40,2024-06-12,Electronics,mobile
675,116,7,2024-06-06,Electronics,desktop
676,154,38,2024-12-28,Electronics,desktop
677,406,85,2024-11-16,Books,tablet
678,103,61,2024-04-29,Books,mobile
679,194,84,2025-01-13,Toys,mobile
680,166,3,2024-11-24,Home,tablet
681,359,51,2025-02-04,Home,desktop
682,90,86,2024-06-15,Electronics,mobile
683,174,47,2025-02-24,Clothing,tablet
684,122,68,2025-01-19,Books,tablet
685,498,92,2025-04-07,Books,mobile
686,143,76,2024-06-30,Electronics,tablet
687,482,38,2024-05-12,Books,desktop
688,106,36,2025-03-28,Electronics,tablet
689,375,41,2025-03-28,Toys,desktop
690,428,69,2025-03-23,Home,desktop
691,305,13,2025-03-15,Clothing,mobile
692,360,87,2025-01-30,Home,tablet
693,459,58,2024-12-12,Home,desktop
694,317,50,2024-04-25,Toys,desktop
695,451,30,2024-04-19,Books,tablet
696,123,62,2024-11-20,Clothing,desktop
697,390,25,2024-07-19,Books,tablet
698,9,27,2024-10-03,Home,mobile
699,262,51,2025-04-15,Electronics,desktop
700,73,78,2024-08-21,Home,desktop
701,359,57,2024-04-24,Books,tablet
702,223,47,2024-12-16,Home,tablet
703,416,100,2024-11-30,Electronics,tablet
704,41,39,2024-09-07,Toys,tablet
705,370,16,2024-08-27,Books,desktop
706,204,22,2024-08-02,Home,mobile
707,264,85,2025-03-13,Books,mobile
708,328,54,2024-07-05,Toys,mobile
709,178,21,2024-09-22,Home,mobile
710,348,72,2025-03-02,Home,tablet
711,318,16,2025-01-22,Books,desktop
712,84,59,2024-11-27,Books,desktop
713,318,31,2024-05-06,Electronics,desktop
714,111,42,2025-02-05,Toys,tablet
715,251,74,2024-09-19,Electronics,desktop
716,383,32,2024-05-06,Home,tablet
717,7,59,2025-03-14,Books,desktop
718,459,34,2024-11-02,Home,mobile
719,84,9,2024-05-25,Home,tablet
720,208,81,2025-04-12,Clothing,desktop
721,388,11,2024-11-17,Clothing,mobile
722,390,96,2024-10-27,Home,mobile
723,314,10,2025-03-11,Books,mobile
724,22,86,2025-03-15,Home,tablet
725,410,17,2024-11-13,Clothing,tablet
726,383,68,2025-03-15,Books,desktop
727,3,48,2025-02-22,Home,mobile
728,127,52,2025-02-05,Toys,desktop
729,297,25,2024-10-27,Toys,desktop
730,188,21,2025-03-06,Home,mobile
731,362,65,2025-02-11,Books,desktop
732,14,63,2024-05-29,Home,tablet
733,459,89,2024-06-02,Home,desktop
734,466,51,2025-04-13,Clothing,mobile
735,12,36,2025-02-12,Toys,tablet
736,87,81,2024-11-27,Clothing,tablet
737,12,88,2024-10-10,Clothing,desktop
738,397,66,2025-01-18,Home,desktop
739,25,15,2025-02-23,Clothing,tablet
740,301,96,2024-05-11,Toys,desktop
741,243,39,2024-09-12,Clothing,mobile
742,122,70,2025-04-16,Toys,desktop
743,147,1,2024-06-23,Clothing,desktop
744,55,23,2025-03-10,Toys,tablet
745,238,39,2024-04-17,Clothing,desktop
746,356,57,2025-02-11,Clothing,desktop
747,173,81,2024-06-23,Books,desktop
748,392,34,2025-02-08,Toys,mobile
749,221,41,2025-01-08,Toys,desktop
750,119,93,2024-05-25,Toys,mobile
751,309,73,2025-02-21,Electronics,mobile
752,183,13,2024-06-27,Clothing,mobile
753,288,70,2024-06-28,Toys,mobile
754,307,6,2024-09-24,Electronics,tablet
755,300,84,2025-04-03,Books,mobile
756,82,52,2024-08-02,Toys,desktop
757,454,3,2024-10-09,Toys,mobile
758,402,81,2024-08-13,Electronics,desktop
759,211,63,2024-09-25,Clothing,mobile
760,150,49,2025-04-15,Books,tablet
761,37,76,2024-05-18,Toys,mobile
762,352,47,2024-05-15,Clothing,mobile
763,312,55,2024-05-05,Books,tablet
764,361,64,2024-08-19,Home,mobile
765,59,65,2024-08-15,Home,desktop
766,131,81,2024-10-04,Books,mobile
767,412,67,2024-12-06,Electronics,mobile
768,202,90,2024-06-29,Books,mobile
769,243,15,2024-11-22,Books,tablet
770,35,100,2024-07-24,Electronics,mobile
771,445,32,2024-05-23,Electronics,mobile
772,93,96,2024-04-19,Clothing,desktop
773,438,68,2025-02-09,Clothing,mobile
774,447,18,2024-12-22,Electronics,mobile
775,207,83,2025-03-10,Home,mobile
776,353,43,2024-05-16,Home,mobile
777,391,35,2025-04-04,Books,desktop
778,332,78,2024-07-09,Toys,desktop
779,305,58,2024-07-26,Books,tablet
780,350,33,2024-11-05,Books,mobile
781,213,14,2025-03-31,Toys,tablet
782,159,34,2024-08-22,Electronics,tablet
783,442,61,2024-11-28,Home,mobile
784,445,4,2025-01-19,Books,desktop
785,24,88,2025-01-24,Toys,desktop
786,404,59,2025-02-25,Clothing,mobile
787,293,29,2024-11-25,Books,mobile
788,4,83,2024-09-18,Home,desktop
789,220,6,2024-11-02,Electronics,mobile
790,364,97,2025-02-22,Books,mobile
791,382,49,2024-07-31,Books,mobile
792,20,40,2025-03-24,Toys,desktop
793,444,83,2024-05-29,Clothing,tablet
794,152,65,2024-04-20,Clothing,tablet
795,50,69,2025-02-22,Electronics,mobile
796,177,27,2025-04-16,Home,desktop
797,435,80,2024-06-06,Electronics,mobile
798,96,6,2024-07-12,Books,desktop
799,105,13,2025-01-28,Books,mobile
800,420,64,2024-06-20,Clothing,desktop
801,250,62,2024-08-27,Home,desktop
802,117,99,2024-11-05,Toys,tablet
803,354,19,2025-02-01,Home,mobile
804,228,76,2024-07-16,Books,tablet
805,66,80,2025-01-05,Toys,tablet
806,335,43,2025-01-27,Home,desktop
807,418,74,2024-05-21,Home,mobile
808,420,89,2025-04-05,Toys,desktop
809,262,20,2025-01-26,Books,desktop
810,295,95,2025-03-06,Home,desktop
811,426,68,2024-08-25,Toys,mobile
812,243,44,2024-11-20,Books,mobile
813,371,23,2024-12-23,Toys,desktop
814,186,2,2024-10-27,Toys,mobile
815,246,22,2024-06-27,Home,desktop
816,125,57,2024-12-27,Books,mobile
817,268,72,2024-04-30,Home,mobile
818,131,7,2025-01-23,Electronics,tablet
819,237,78,2025-03-01,Electronics,desktop
820,18,56,2024-08-02,Books,tablet
821,40,67,2024-11-01,Toys,tablet
822,21,16,2025-01-24,Home,desktop
823,399,83,2024-07-05,Home,desktop
824,225,51,2024-11-03,Books,mobile
825,355,82,2024-04-30,Books,desktop
826,282,80,2024-07-03,Electronics,tablet
827,8,72,2024-09-01,Clothing,tablet
828,100,97,2024-11-29,Books,desktop
829,240,12,2024-07-21,Clothing,tablet
830,478,53,2024-09-24,Books,mobile
831,87,75,2024-04-16,Toys,tablet
832,298,5,2024-11-01,Toys,mobile
833,428,27,2025-03-10,Electronics,tablet
834,14,12,2024-05-10,Electronics,mobile
835,334,17,2024-07-19,Clothing,mobile
836,2,6,2025-01-30,Books,desktop
837,375,97,2024-09-09,Home,mobile
838,293,5,2024-10-10,Electronics,desktop
839,325,57,2025-02-04,Home,tablet
840,422,28,2024-11-11,Home,tablet
841,493,78,2025-03-27,Books,tablet
842,41,69,2025-02-19,Clothing,mobile
843,318,59,2025-03-10,Books,tablet
844,316,33,2024-05-15,Electronics,tablet
845,381,62,2024-07-31,Home,desktop
846,111,50,2025-03-02,Books,desktop
847,14,19,2024-08-19,Books,tablet
848,231,86,2024-11-05,Books,tablet
849,473,69,2024-05-28,Electronics,mobile
850,84,66,2025-01-28,Clothing,mobile
851,130,94,2024-12-28,Books,tablet
852,231,47,2024-05-05,Electronics,desktop
853,326,39,2024-12-31,Home,tablet
854,145,68,2024-07-01,Toys,mobile
855,379,33,2025-02-20,Electronics,desktop
856,345,13,2024-11-10,Toys,desktop
857,28,84,2025-03-13,Books,mobile
858,66,54,2024-12-16,Books,tablet
859,163,7,2025-01-09,Electronics,tablet
860,229,79,2024-11-09,Toys,tablet
861,261,87,2025-01-01,Books,mobile
862,449,14,2024-08-17,Home,desktop
863,424,87,2024-10-29,Clothing,mobile
864,460,19,2024-10-11,Clothing,tablet
865,440,54,2025-04-03,Books,mobile
866,164,93,2024-12-29,Toys,desktop
867,301,20,2024-12-23,Books,mobile
868,407,29,2024-10-14,Toys,tablet
869,303,24,2024-10-30,Home,desktop
870,287,82,2024-06-21,Toys,mobile
871,395,63,2024-07-28,Books,mobile
872,10,74,2024-12-15,Home,desktop
873,195,57,2024-10-14,Electronics,desktop
874,118,8,2024-05-25,Clothing,tablet
875,270,90,2024-07-21,Books,desktop
876,80,62,2024-04-26,Books,tablet
877,458,29,2025-03-29,Books,mobile
878,93,74,2025-03-26,Home,tablet
879,266,17,2024-09-02,Electronics,mobile
880,332,66,2025-02-01,Toys,desktop
881,350,6,2024-05-16,Electronics,mobile
882,361,58,2024-10-05,Home,desktop
883,257,69,2024-12-20,Books,mobile
884,133,28,2025-02-28,Clothing,mobile
885,276,62,2024-04-27,Books,mobile
886,264,41,2025-01-30,Toys,mobile
887,171,69,2024-06-21,Clothing,tablet
888,460,82,2024-09-23,Books,mobile
889,1,90,2024-11-10,Clothing,tablet
890,313,84,2024-12-16,Electronics,desktop
891,64,41,2025-02-27,Home,desktop
892,374,49,2024-10-24,Books,tablet
893,468,91,2024-12-17,Toys,desktop
894,284,49,2024-10-19,Electronics,desktop
895,121,76,2025-02-16,Books,mobile
896,107,71,2024-06-27,Electronics,mobile
897,421,3,2024-05-31,Toys,mobile
898,175,10,2025-03-30,Books,tablet
899,485,98,2024-11-23,Toys,tablet
900,204,89,2024-06-20,Clothing,desktop
901,165,35,2024-07-12,Toys,mobile
902,305,80,2024-07-05,Clothing,tablet
903,497,2,2024-04-25,Books,tablet
904,120,24,2025-01-19,Clothing,mobile
905,44,74,2025-01-01,Books,tablet
906,312,38,2024-12-07,Books,mobile
907,156,22,2025-01-20,Home,desktop
908,367,26,2024-10-18,Books,desktop
909,207,43,2024-11-13,Clothing,desktop
910,390,55,2024-10-13,Home,mobile
911,108,39,2024-12-14,Home,tablet
912,251,91,2024-09-14,Books,desktop
913,445,29,2024-09-21,Toys,desktop
914,404,20,2025-03-09,Toys,desktop
915,370,91,2024-04-24,Home,tablet
916,334,41,2025-01-31,Books,tablet
917,130,54,2024-09-06,Toys,mobile
918,457,20,2025-02-16,Books,desktop
919,293,19,2024-09-13,Books,tablet
920,20,84,2024-07-29,Home,mobile
921,282,99,2024-08-06,Home,desktop
922,285,66,2025-02-22,Electronics,tablet
923,1,30,2025-02-17,Toys,tablet
924,119,53,2024-10-13,Toys,mobile
925,35,34,2024-08-09,Toys,desktop
926,198,22,2024-08-19,Clothing,desktop
927,485,67,2024-07-13,Books,tablet
928,245,6,2024-08-18,Home,desktop
929,59,79,2025-02-19,Toys,mobile
930,325,27,2025-01-28,Electronics,tablet
931,161,10,2024-11-18,Toys,tablet
932,497,73,2024-07-16,Books,mobile
933,179,97,2024-10-11,Books,tablet
934,206,96,2025-02-16,Home,desktop
935,12,48,2024-06-21,Clothing,desktop
936,490,70,2024-08-20,Home,tablet
937,276,59,2024-06-06,Toys,mobile
938,181,100,2024-05-17,Electronics,mobile
939,242,59,2025-03-04,Home,desktop
940,216,2,2024-05-10,Clothing,mobile
941,251,29,2025-03-25,Home,tablet
942,299,68,2025-03-14,Books,tablet
943,126,65,2024-12-20,Toys,desktop
944,482,83,2024-09-09,Toys,desktop
945,217,26,2024-06-19,Toys,desktop
946,306,89,2025-03-05,Toys,mobile
947,285,10,2025-02-13,Toys,tablet
948,185,53,2025-01-05,Toys,tablet
949,39,79,2025-02-22,Electronics,tablet
950,223,59,2025-02-08,Clothing,desktop
951,184,22,2024-12-25,Toys,tablet
952,495,51,2024-05-12,Clothing,mobile
953,427,48,2024-06-13,Toys,mobile
954,178,21,2024-06-19,Home,tablet
955,407,22,2024-11-08,Toys,desktop
956,428,100,2024-11-09,Books,tablet
957,294,98,2024-05-04,Electronics,mobile
958,340,30,2024-08-05,Home,mobile
959,151,25,2024-12-23,Home,mobile
960,384,28,2025-02-18,Books,tablet
961,126,65,2024-05-07,Toys,mobile
962,301,45,2025-03-17,Electronics,desktop
963,308,68,2024-10-18,Home,tablet
964,336,7,2024-12-28,Electronics,tablet
965,434,49,2024-12-29,Home,mobile
966,234,9,2025-03-23,Toys,mobile
967,380,36,2024-11-01,Home,desktop
968,375,83,2024-05-02,Home,tablet
969,8,1,2024-05-06,Clothing,mobile
970,498,10,2024-12-14,Toys,desktop
971,341,36,2025-04-15,Books,mobile
972,129,73,2024-05-26,Books,tablet
973,264,46,2024-12-17,Toys,mobile
974,157,32,2024-11-11,Books,tablet
975,352,32,2024-07-01,Toys,mobile
976,358,6,2024-12-07,Books,tablet
977,5,48,2024-10-30,Clothing,desktop
978,495,38,2024-07-28,Books,tablet
979,86,17,2024-07-11,Home,desktop
980,175,74,2025-01-02,Toys,tablet
981,290,27,2024-06-11,Electronics,desktop
982,193,54,2024-12-23,Electronics,mobile
983,311,50,2025-02-02,Toys,tablet
984,119,35,2024-10-25,Clothing,mobile
985,218,85,2024-06-29,Books,desktop
986,427,25,2024-12-01,Clothing,tablet
987,458,28,2024-05-23,Electronics,tablet
988,414,15,2024-05-01,Toys,mobile
989,114,4,2024-09-16,Toys,tablet
990,466,93,2025-02-04,Clothing,tablet
991,145,73,2025-02-28,Clothing,mobile
992,26,27,2025-01-15,Books,tablet
993,136,26,2024-09-09,Home,mobile
994,303,19,2024-12-29,Home,mobile
995,232,92,2024-04-20,Books,mobile
996,369,17,2024-05-04,Home,mobile
997,76,43,2024-11-08,Electronics,mobile
998,475,41,2024-07-16,Home,desktop
999,328,42,2024-09-25,Books,desktop
1000,345,50,2024-04-17,Home,mobile
1001,302,84,2025-01-09,Toys,desktop
1002,452,40,2024-08-27,Clothing,desktop
1003,289,39,2024-09-22,Electronics,tablet
1004,1,23,2024-07-30,Toys,mobile
1005,147,96,2024-07-06,Toys,desktop
1006,287,52,2024-10-22,Books,tablet
1007,464,47,2025-04-01,Clothing,tablet
1008,142,63,2025-04-07,Clothing,mobile
1009,53,97,2024-11-01,Electronics,mobile
1010,304,69,2025-01-02,Books,tablet
1011,69,43,2024-11-08,Electronics,mobile
1012,361,48,2024-07-03,Home,mobile
1013,90,34,2024-07-03,Toys,tablet
1014,446,40,2025-01-16,Electronics,tablet
1015,220,75,2024-08-15,Toys,mobile
1016,450,61,2024-11-29,Books,desktop
1017,498,50,2024-11-22,Home,mobile
1018,192,67,2024-10-19,Books,desktop
1019,454,62,2024-09-16,Home,tablet
1020,63,58,2024-11-02,Home,desktop
1021,73,33,2024-11-29,Toys,tablet
1022,161,75,2024-08-11,Books,mobile
1023,169,16,2024-10-19,Books,mobile
1024,89,82,2025-04-07,Electronics,tablet
1025,176,94,2024-04-23,Books,tablet
1026,269,48,2025-01-01,Electronics,tablet
1027,73,10,2025-02-16,Clothing,mobile
1028,245,82,2024-08-04,Clothing,mobile
1029,77,38,2024-08-14,Clothing,desktop
1030,159,19,2024-06-14,Books,tablet
1031,489,36,2024-10-23,Books,desktop
1032,459,59,2024-11-19,Electronics,mobile
1033,324,63,2025-04-05,Home,desktop
1034,98,77,2024-06-20,Electronics,desktop
1035,381,46,2024-11-26,Clothing,mobile
1036,102,3,2024-06-03,Electronics,mobile
1037,494,74,2025-01-25,Home,tablet
1038,132,65,2025-01-26,Books,desktop
1039,102,91,2025-01-15,Electronics,mobile
1040,19,8,2024-06-11,Clothing,mobile
1041,454,51,2024-07-26,Clothing,desktop
1042,482,81,2024-11-27,Books,mobile
1043,82,73,2025-01-09,Electronics,tablet
1044,397,6,2024-07-07,Home,tablet
1045,489,89,2024-10-30,Books,desktop
1046,279,39,2024-11-18,Electronics,tablet
1047,339,60,2024-08-11,Toys,mobile
1048,365,28,2024-06-10,Clothing,mobile
1049,331,97,2025-03-05,Home,mobile
1050,129,54,2025-01-30,Home,mobile
1051,344,37,2024-09-02,Home,desktop
1052,310,9,2025-02-10,Clothing,tablet
1053,455,82,2024-05-22,Electronics,tablet
1054,89,56,2024-11-22,Books,mobile
1055,213,59,2025-04-08,Electronics,desktop
1056,143,85,2024-05-06,Books,mobile
1057,65,2,2024-08-05,Home,mobile
1058,76,61,2024-08-14,Electronics,desktop
1059,199,58,2025-02-02,Home,desktop
1060,143,60,2024-04-20,Toys,mobile
1061,405,40,2025-02-16,Home,tablet
1062,403,36,2024-05-09,Home,mobile
1063,316,37,2024-06-09,Books,tablet
1064,93,79,2024-10-24,Toys,tablet
1065,473,92,2024-05-08,Home,desktop
1066,417,18,2024-12-17,Home,desktop
1067,305,98,2024-06-01,Toys,mobile
1068,224,63,2025-04-13,Toys,tablet
1069,497,22,2024-12-23,Electronics,tablet
1070,291,11,2024-12-23,Books,mobile
1071,428,58,2025-03-25,Toys,mobile
1072,102,57,2024-12-20,Toys,mobile
1073,474,77,2024-05-26,Clothing,desktop
1074,267,4,2024-07-03,Toys,mobile
1075,355,86,2024-11-13,Books,mobile
1076,456,7,2024-10-01,Home,tablet
1077,110,61,2024-04-19,Home,mobile
1078,462,54,2024-04-19,Home,tablet
1079,330,88,2025-04-07,Home,tablet
1080,450,68,2024-04-30,Clothing,desktop
1081,430,92,2025-04-15,Toys,mobile
1082,265,79,2024-05-01,Home,mobile
1083,3,1,2025-04-09,Electronics,tablet
1084,85,55,2025-02-07,Home,desktop
1085,282,3,2025-02-28,Toys,desktop
1086,328,78,2025-01-11,Home,mobile
1087,304,38,2024-08-22,Clothing,tablet
1088,450,1,2025-01-25,Books,mobile
1089,454,38,2024-06-22,Books,mobile
1090,412,85,2024-09-14,Toys,mobile
1091,117,29,2024-11-10,Books,mobile
1092,221,5,2025-02-01,Books,tablet
1093,154,74,2024-04-24,Electronics,desktop
1094,153,92,2025-02-03,Toys,mobile
1095,12,21,2024-12-30,Toys,mobile
1096,133,71,2024-08-28,Books,mobile
1097,482,67,2025-03-15,Books,mobile
1098,304,47,2024-07-13,Books,desktop
1099,293,84,2025-02-12,Clothing,desktop
1100,463,83,2024-12-10,Home,desktop
1101,300,35,2024-09-08,Clothing,desktop
1102,228,68,2024-10-20,Toys,mobile
1103,271,69,2024-11-28,Electronics,tablet
1104,43,1,2025-03-13,Home,desktop
1105,432,68,2024-06-18,Electronics,desktop
1106,343,12,2024-07-15,Toys,mobile
1107,326,60,2024-09-16,Toys,mobile
1108,302,27,2025-01-09,Electronics,mobile
1109,498,56,2024-05-03,Electronics,mobile
1110,364,23,2024-10-11,Electronics,tablet
1111,379,25,2024-09-04,Toys,tablet
1112,427,21,2024-06-19,Books,desktop
1113,493,61,2024-09-05,Electronics,tablet
1114,21,63,2024-11-09,Home,desktop
1115,407,52,2024-05-14,Toys,desktop
1116,107,88,2025-03-12,Clothing,tablet
1117,336,25,2024-09-26,Clothing,desktop
1118,303,55,2024-09-27,Home,mobile
1119,117,46,2024-12-07,Books,desktop
1120,124,32,2024-05-07,Electronics,mobile
1121,399,55,2024-07-05,Toys,tablet
1122,281,96,2024-08-03,Electronics,tablet
1123,292,5,2024-05-04,Toys,desktop
1124,203,36,2024-06-08,Clothing,mobile
1125,51,49,2024-11-28,Electronics,desktop
1126,271,58,2025-02-11,Home,tablet
1127,324,39,2024-12-26,Books,desktop
1128,277,80,2024-10-03,Home,desktop
1129,141,97,2024-07-04,Books,mobile
1130,470,85,2024-06-16,Electronics,tablet
1131,275,61,2025-02-19,Electronics,desktop
1132,290,9,2025-03-28,Books,mobile
1133,334,6,2024-06-25,Clothing,desktop
1134,381,35,2024-07-03,Toys,mobile
1135,452,39,2025-04-07,Home,mobile
1136,496,22,2024-10-26,Home,desktop
1137,373,41,2024-06-14,Home,tablet
1138,52,5,2024-09-18,Electronics,tablet
1139,494,42,2024-05-21,Home,mobile
1140,27,87,2025-04-02,Toys,tablet
1141,157,81,2024-10-20,Toys,mobile
1142,239,76,2024-07-01,Books,tablet
1143,156,87,2025-04-06,Electronics,desktop
1144,291,80,2025-03-23,Toys,tablet
1145,136,67,2024-06-29,Clothing,mobile
1146,144,30,2024-08-17,Electronics,mobile
1147,106,57,2024-10-25,Electronics,tablet
1148,420,86,2025-04-01,Toys,desktop
1149,158,73,2024-06-25,Clothing,mobile
1150,146,29,2024-09-15,Books,mobile
1151,2,37,2025-02-17,Toys,mobile
1152,433,87,2024-11-25,Clothing,mobile
1153,77,13,2024-11-29,Electronics,mobile
1154,132,32,2025-03-25,Clothing,desktop
1155,90,46,2025-01-27,Electronics,tablet
1156,345,23,2024-07-05,Toys,desktop
1157,350,45,2024-05-01,Toys,desktop
1158,459,17,2024-10-14,Home,mobile
1159,263,85,2025-04-08,Home,desktop
1160,351,66,2024-05-18,Home,mobile
1161,108,6,2025-01-19,Toys,desktop
1162,74,18,2024-10-27,Books,mobile
1163,39,94,2024-06-16,Toys,mobile
1164,397,22,2025-01-15,Clothing,desktop
1165,159,33,2024-11-09,Toys,desktop
1166,71,30,2024-08-07,Toys,tablet
1167,447,81,2024-12-31,Electronics,tablet
1168,312,32,2024-07-04,Electronics,tablet
1169,241,42,2024-11-04,Electronics,desktop
1170,426,78,2024-09-13,Toys,desktop
1171,445,10,2024-09-01,Books,mobile
1172,298,36,2024-11-04,Clothing,tablet
1173,440,34,2024-07-31,Clothing,mobile
1174,36,73,2024-04-22,Books,mobile
1175,84,28,2024-12-04,Books,mobile
1176,452,11,2024-10-26,Clothing,mobile
1177,374,78,2024-05-20,Home,tablet
1178,263,39,2024-05-05,Electronics,mobile
1179,310,47,2024-05-11,Electronics,desktop
1180,385,19,2024-09-28,Clothing,desktop
1181,172,15,2024-05-16,Books,desktop
1182,376,28,2025-01-15,Home,tablet
1183,173,24,2024-05-05,Clothing,mobile
1184,362,72,2025-01-27,Electronics,tablet
1185,47,9,2024-10-30,Toys,mobile
1186,379,47,2024-09-29,Books,tablet
1187,141,33,2024-06-07,Toys,tablet
1188,375,62,2024-07-01,Clothing,mobile
1189,406,97,2024-11-29,Electronics,tablet
1190,118,19,2024-07-31,Home,mobile
1191,277,67,2024-10-07,Toys,desktop
1192,214,74,2024-09-30,Home,desktop
1193,220,40,2025-01-22,Electronics,desktop
1194,393,47,2024-07-28,Toys,tablet
1195,26,65,2025-02-06,Home,desktop
1196,9,29,2024-10-31,Home,mobile
1197,271,50,2024-11-15,Toys,desktop
1198,10,98,2024-08-20,Electronics,desktop
1199,472,13,2024-11-13,Home,tablet
1200,378,1,2024-07-29,Clothing,mobile
1201,121,34,2025-03-14,Toys,tablet
1202,125,93,2024-06-12,Books,tablet
1203,170,48,2025-01-15,Books,mobile
1204,72,77,2024-11-29,Electronics,tablet
1205,152,48,2024-11-02,Clothing,mobile
1206,208,49,2024-05-02,Home,desktop
1207,49,64,2024-07-23,Books,mobile
1208,154,61,2024-07-29,Electronics,mobile
1209,347,29,2024-09-21,Clothing,mobile
1210,293,39,2025-04-06,Clothing,tablet
1211,68,88,2024-09-28,Electronics,mobile
1212,50,26,2024-06-23,Electronics,mobile
1213,152,17,2024-09-01,Home,mobile
1214,19,71,2024-12-04,Electronics,desktop
1215,100,13,2025-03-01,Home,mobile
1216,60,69,2024-07-30,Home,tablet
1217,167,26,2025-03-29,Toys,mobile
1218,202,49,2024-07-31,Clothing,mobile
1219,345,67,2024-12-15,Clothing,desktop
1220,146,7,2024-12-10,Clothing,mobile
1221,403,58,2024-10-24,Toys,tablet
1222,164,49,2025-01-20,Home,mobile
1223,458,53,2024-11-26,Home,tablet
1224,481,65,2024-05-04,Electronics,desktop
1225,439,62,2024-09-17,Toys,mobile
1226,242,17,2024-10-23,Electronics,desktop
1227,69,43,2024-08-26,Toys,mobile
1228,175,25,2025-01-27,Electronics,tablet
1229,49,3,2024-11-01,Books,desktop
1230,483,79,2024-11-17,Clothing,mobile
1231,108,29,2024-06-02,Clothing,tablet
1232,226,32,2025-02-14,Home,desktop
1233,161,26,2024-07-18,Books,mobile
1234,119,16,2024-07-02,Clothing,desktop
1235,149,25,2024-10-31,Home,mobile
1236,465,54,2024-06-26,Books,tablet
1237,150,28,2024-06-05,Clothing,tablet
1238,432,73,2024-11-17,Electronics,desktop
1239,293,56,2025-03-12,Toys,desktop
1240,143,65,2025-04-06,Books,mobile
1241,419,93,2024-08-02,Home,tablet
1242,476,86,2025-03-18,Books,mobile
1243,455,80,2025-03-20,Home,tablet
1244,160,41,2024-12-26,Books,desktop
1245,11,51,2024-07-20,Home,mobile
1246,138,71,2024-12-10,Clothing,mobile
1247,457,78,2024-07-27,Electronics,tablet
1248,78,29,2024-07-14,Clothing,tablet
1249,77,83,2024-06-15,Electronics,tablet
1250,441,19,2025-01-22,Clothing,desktop
1251,254,66,2025-02-13,Clothing,mobile
1252,409,41,2024-07-24,Books,tablet
1253,258,45,2024-06-02,Toys,desktop
1254,320,15,2025-01-02,Home,tablet
1255,291,3,2024-10-14,Home,mobile
1256,263,11,2024-12-05,Home,tablet
1257,85,53,2025-01-24,Electronics,mobile
1258,146,46,2025-02-21,Home,desktop
1259,323,30,2024-10-05,Home,desktop
1260,42,57,2024-09-17,Books,tablet
1261,374,18,2024-11-08,Clothing,mobile
1262,125,51,2024-10-30,Home,mobile
1263,167,48,2024-08-18,Toys,mobile
1264,425,66,2024-10-18,Home,tablet
1265,241,96,2025-03-30,Electronics,mobile
1266,459,8,2025-03-26,Electronics,mobile
1267,487,22,2025-01-28,Electronics,mobile
1268,280,6,2024-11-05,Home,mobile
1269,188,76,2024-11-01,Books,tablet
1270,302,57,2024-06-19,Toys,tablet
1271,19,36,2024-06-26,Home,mobile
1272,68,79,2024-08-22,Books,mobile
1273,218,92,2024-07-11,Books,desktop
1274,102,57,2024-05-11,Home,desktop
1275,42,49,2024-09-07,Home,mobile
1276,288,45,2025-01-06,Books,mobile
1277,167,82,2024-08-21,Books,desktop
1278,109,66,2024-07-17,Books,desktop
1279,494,77,2025-01-25,Home,mobile
1280,36,45,2024-10-30,Books,tablet
1281,232,79,2024-08-14,Electronics,tablet
1282,229,20,2025-02-04,Home,mobile
1283,353,64,2025-01-07,Electronics,mobile
1284,164,93,2025-02-06,Clothing,desktop
1285,387,93,2024-07-21,Home,desktop
1286,73,67,2024-11-23,Clothing,tablet
1287,136,83,2025-03-27,Books,mobile
1288,353,3,2024-04-27,Books,desktop
1289,379,54,2025-01-31,Toys,tablet
1290,70,78,2024-04-29,Books,tablet
1291,425,64,2024-11-25,Clothing,tablet
1292,487,40,2025-03-31,Books,desktop
1293,196,59,2025-03-23,Home,desktop
1294,269,55,2024-11-19,Books,mobile
1295,49,62,2024-10-29,Toys,mobile
1296,316,4,2024-06-30,Books,tablet
1297,130,60,2024-04-24,Clothing,tablet
1298,444,75,2025-03-16,Clothing,desktop
1299,5,95,2024-09-15,Books,desktop
1300,428,96,2024-05-20,Clothing,mobile
1301,27,91,2025-02-04,Clothing,mobile
1302,160,30,2025-04-05,Toys,mobile
1303,149,2,2025-03-09,Home,desktop
1304,264,62,2025-03-28,Toys,tablet
1305,230,49,2024-09-22,Electronics,mobile
1306,200,9,2025-01-17,Toys,mobile
1307,50,92,2024-04-20,Books,desktop
1308,67,31,2025-03-29,Home,mobile
1309,300,98,2024-10-10,Books,tablet
1310,381,61,2024-06-09,Electronics,desktop
1311,58,79,2025-03-25,Home,mobile
1312,259,48,2024-11-24,Clothing,mobile
1313,342,25,2024-07-28,Toys,desktop
1314,326,36,2024-08-27,Books,desktop
1315,130,8,2024-06-11,Electronics,mobile
1316,215,73,2024-08-23,Clothing,tablet
1317,172,58,2024-06-01,Toys,desktop
